cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,cdn_way_num
strongly agree,probably yes,no,,important,no,no,,zed,neither unimportant nor important,definitely yes,probably yes,,yes ,british english,never,no,yes,definitely yes,definitely yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,24,canada,british columbia,male,high school,first year,bc,0,no,,12 hours,3
strongly agree,neutral,yes,extremely comfortable,important,that depends ,no,,zed,important,probably yes,,probably not,,british english,sometimes,yes,definitely yes,might or might not,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,disagree,probably yes,24,canada,british columbia,female,high school,second yearother degree ,bc,3,yes ,8,12 hours,3
strongly agree,neutral,yes,extremely comfortable,extremely important,no,not sure,yes but i cant describe it well,zee,unimportant,might or might not,probably not,,,canadian english,sometimes,yes,neither yes or no,definitely not,probably yes,neither disagree nor agree,strongly disagree,neither disagree nor agree,neither disagree nor agree,probably yes,19,canada,british columbia,female,postgraduate degree,first yearsecond year,bc,0,yes ,11,46 hours,3
strongly agree,definitely not,yes,neither comfortable nor uncomfortable,important,that depends ,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably not,,yes ,british english,,yes,yes,definitely yes,probably yes,strongly agree,neither disagree nor agree,strongly agree,neither disagree nor agree,probably yes,19,canada,british columbia,male,high school,first year,bc,0,no,,12 hours,3
strongly disagreee,definitely yes,no,,unimportant,yes,yes,yes i do know it is ,zed,neither unimportant nor important,might or might not,probably yes,definitely not,yes ,canadian english,often,yes,yes,definitely yes,might or might not,agree,strongly disagree,agree,neither disagree nor agree,probably yes,34,canada,british columbia,female,undergraduate degree,first year,bc,0,yes ,6,46 hours,3
strongly agree,probably yes,yes,moderately uncomfortable,unimportant,no,yes,yes but i cant describe it well,zed,very unimportant,might or might not,probably yes,probably not,yes ,no particular variety,often,yes,yes,probably yes,might or might not,disagree,disagree,agree,neither disagree nor agree,probably yes,29,canada,british columbia,male,high school,first year,ab,3,no,,12 hours,3
agree,definitely not,no,,important,yes,no,,zed,very unimportant,definitely not,definitely not,probably not,no,jamaican english,always,no,definitely not,definitely not,definitely not,agree,strongly disagree,disagree,agree,probably not,24,canada,british columbia,male,high school,first year,bc,6,yes ,0,less than 30 minutes,2
strongly agree,definitely yes,yes,moderately comfortable,important,no,no,,zed,very important,definitely yes,probably yes,probably not,yes ,british english,sometimes,yes,yes,definitely yes,definitely yes,agree,disagree,agree,strongly agree,probably yes,24,canada,british columbia,male,undergraduate degree,first year,bc,0,yes ,10,68 hours,3
strongly agree,definitely yes,yes,moderately comfortable,important,that depends ,no,,both,unimportant,probably not,probably not,probably not,no,no particular variety,rarely,no,neither yes or no,probably yes,probably yes,agree,disagree,agree,neither disagree nor agree,probably not,29,canada,british columbia,male,undergraduate degree,other degree ,bc,7,yes ,5,24 hours,2
strongly agree,definitely yes,yes,moderately uncomfortable,important,that depends ,no,,both,very important,definitely yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,neither disagree nor agree,definitely yes,34,canada,prince edward island,female,undergraduate degree,i am not currently studying,pe,1,no,,12 hours,4
agree,definitely yes,no,,important,that depends ,yes,yes i do know it is ,both,important,probably not,definitely yes,definitely not,yes ,british english,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,agree,disagree,probably yes,54,canada,british columbia,female,postgraduate degree,i am not currently studying,bc,0,yes ,12,24 hours,3
strongly agree,probably yes,yes,extremely comfortable,unimportant,yes,no,,zed,unimportant,probably not,definitely yes,definitely not,yes ,british english,sometimes,yes,no,probably yes,probably yes,disagree,strongly disagree,agree,neither disagree nor agree,probably yes,24,canada,british columbia,female,high school,third year,on,3,yes ,11,more than 8 hours,3
agree,definitely yes,yes,neither comfortable nor uncomfortable,,no,not sure,,both,very important,definitely yes,probably yes,probably not,,canadian english,rarely,yes,,probably yes,probably yes,strongly agree,agree,neither disagree nor agree,agree,probably yes,14,canada,british columbia,female,elementary school,i am not currently studying,bc,5,yes ,4,30 minutes to 1 hour,3
agree,definitely yes,yes,neither comfortable nor uncomfortable,important,yes,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,probably not,probably not,yes ,british english,sometimes,,neither yes or no,definitely yes,probably yes,agree,neither disagree nor agree,neither disagree nor agree,agree,probably yes,39,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,3
somewhat agree,definitely not,no,,extremely unimportant,no,no,,both,neither unimportant nor important,probably not,probably yes,probably not,no,british english,rarely,,neither yes or no,definitely yes,probably yes,agree,disagree,agree,disagree,probably yes,19,canada,alberta,male,high school,i am not currently studying,ab,0,no,,24 hours,3
strongly agree,neutral,yes,moderately comfortable,,that depends ,no,,zee,important,probably yes,definitely not,probably not,yes ,no particular variety,never,yes,neither yes or no,probably yes,probably yes,disagree,disagree,agree,disagree,probably not,44,canada,ontario,female,graduate degree,i am not currently studying,nb,0,no,,24 hours,2
strongly agree,probably yes,yes,moderately comfortable,important,yes,no,,zee,very important,definitely yes,probably not,definitely not,yes ,british english,rarely,no,neither yes or no,definitely yes,probably not,strongly agree,strongly disagree,strongly disagree,strongly disagree,definitely yes,44,canada,ontario,female,graduate degree,i am not currently studying,nl,0,no,,24 hours,4
strongly agree,probably not,yes,moderately comfortable,extremely important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,strongly agree,neither disagree nor agree,definitely yes,39,canada,ontario,male,graduate degree,i am not currently studying,mb,2,no,,i dont use social media,4
strongly agree,definitely yes,no,,extremely important,no,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,always,yes,definitely yes,definitely yes,definitely yes,agree,neither disagree nor agree,,disagree,probably yes,59,canada,manitoba,female,other ,i am not currently studying,mb,0,no,,12 hours,3
agree,definitely yes,no,,important,that depends ,not sure,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably not,no,no particular variety,sometimes,yes,definitely yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,49,canada,ontario,female,high school,i am not currently studying,on,0,no,,12 hours,3
strongly agree,neutral,yes,extremely comfortable,unimportant,yes,yes,yes i do know it is ,zed,neither unimportant nor important,might or might not,definitely yes,definitely not,yes ,british english,sometimes,yes,no,definitely not,probably yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,definitely yes,29,canada,quebec,male,postgraduate degree,i am not currently studying,on,5,no,,less than 30 minutes,4
strongly agree,neutral,yes,extremely comfortable,unimportant,no,no,,both,important,probably yes,probably not,definitely not,yes ,british english,sometimes,no,no,definitely yes,might or might not,agree,neither disagree nor agree,disagree,disagree,probably yes,44,canada,ontario,male,undergraduate degree,i am not currently studying,ab,0,no,,24 hours,3
strongly agree,neutral,no,,important,no,yes,yes i do know it is ,both,neither unimportant nor important,,probably yes,definitely not,yes ,no particular variety,often,yes,yes,definitely yes,probably yes,strongly agree,disagree,agree,strongly disagree,definitely yes,29,canada,saskatchewan,male,high school,i am not currently studying,sk,1,yes ,5,24 hours,4
strongly agree,definitely yes,no,,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,disagree,disagree,strongly agree,strongly agree,definitely yes,64,canada,manitoba,female,undergraduate degree,i am not currently studying,mb,0,no,,12 hours,4
agree,neutral,no,,unimportant,yes,yes,yes but i cant describe it well,both,neither unimportant nor important,might or might not,probably not,definitely not,,british english,sometimes,,no,might or might not,probably not,strongly disagree,strongly disagree,agree,neither disagree nor agree,definitely not,29,canada,newfoundland and labrador,male,undergraduate degree,i am not currently studying,nl,0,yes ,6,12 hours,1
strongly disagreee,probably yes,yes,extremely comfortable,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,,yes ,no particular variety,often,yes,definitely yes,probably yes,probably yes,agree,agree,,neither disagree nor agree,definitely yes,69,canada,british columbia,female,graduate degree,i am not currently studying,bc,0,no,,less than 30 minutes,4
strongly agree,probably yes,yes,extremely comfortable,important,that depends ,yes,yes i do know it is ,both,important,probably yes,probably not,probably not,yes ,british english,sometimes,yes,definitely yes,definitely yes,definitely yes,strongly agree,agree,strongly agree,agree,definitely yes,34,china,,male,undergraduate degree,i am not currently studying,on,4,yes ,7,68 hours,4
strongly agree,neutral,no,,important,yes,not sure,yes but i cant describe it well,zed,neither unimportant nor important,definitely yes,definitely yes,definitely not,,no particular variety,often,yes,no,probably yes,probably yes,disagree,disagree,agree,strongly disagree,probably yes,39,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,3
somewhat agree,neutral,no,,important,that depends ,yes,yes but i cant describe it well,zed,important,definitely yes,definitely yes,definitely not,yes ,no particular variety,always,yes,definitely not,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,,,definitely yes,29,canada,british columbia,male,other ,i am not currently studying,bc,0,no,,i dont use social media,4
